GEN,BEZ,AGS,Fälle Gestern bis 00Uhr,Änderungsrate (24 Std. bis 25.06 00:00),Fälle Heute bis 00Uhr,CV-Fälle Tagespiegel Verifizierung,Quelle 1,GESAMT Bestätigte ZAHL der Infektionsfälle (Crowdsourced) inc. Epidemiological,Zeit,Bestätigte GESAMTZAHL der Infektionsfälle (Crowdsourced),Genesen,Quarantäne,Stationär,Intensiv,Todesfälle,"Zeit (Datum, Uhrzeit) ","Quelle (Sollte nur Landesamt, Gesundheitsamt oder offiziell sein)",Contributor,NEU,"Bemerkungen (Anzahl, Uhrzeit) - MUSS EINGEBEN WENN ""GEPRÜFT"" - C=Fälle, G=Genesen, D=Todesfälle",Geprüft (1) Berechtigte,7-Tage Infektionen pro 100.000 Einwohner,Zwischenstand Geprüft,An COVID-19 gestorben,Genesen (verifiziert),Coronavirus Fälle heute (verifiziert),Coronavirus Todesfälle (verifiziert),RKI Fälle,RKI Genesen,Tests,Cases inc. Epidemiological,Datum,Contributor.1,TWITTER,FACEBOOK/INSTAGRAM,RKI CHeck,Geschätzt,Sicherung - Genesen,Sicherung - Todesfälle,Sicherung - Zeit,Sicherung - Bundesland,Sicherung - Post-Check,Names,Tag vorher,Tag (noch nicht geupdated),Unnamed: 46
Heidelberg,Stadtkreis,8221,325,0%,325,,"https://www.heidelberg.de/hd,Lde/HD.html", 325,24/06/2020 00:00, 325,302.0,,,,7.0,24/06/2020,https://www.rhein-neckar-kreis.de/site/Rhein-Neckar-Kreis-2016/get/params_E-312554954/2444925/200615_Faktenblatt_Corona_RNK.pdf,bandur,0,C325 G302 D7 20:26,Maria,"1,9",1,,302.0,324,7.0,314,293,,,,,,,"0,9958309268",302.0,302.0,7.0,23/06/2020,8,1,https://www.rhein-neckar-kreis.de/site/Rhein-Neckar-Kreis-2016/get/params_E-312554954/2444925/200615_Faktenblatt_Corona_RNK.pdf,322,322,0
Heidenheim,Landkreis,8135,509,0%,509,,https://www.info-corona-lrahdh.de/startseite, 509,24/06/2020 00:00, 509,467.0,,,,41.0,24/06/2020,https://www.info-corona-lrahdh.de/startseite,bandur,0,C509 G467 D41 20:26,Maria,"0,0",1,,467.0,509,41.0,511,469,,,,,,,"0,9996481248",467.0,467.0,41.0,23/06/2020,8,0,https://www.info-corona-lrahdh.de/startseite,509,509,0
Heilbronn,Stadtkreis,8121,466,0%,466,,https://www.heilbronn.de/local-storage-stadt-heilbronn/coronavirus/informationen-zum-coronavirus.html, 466,24/06/2020 00:00, 466,428.0,,,,17.0,24/06/2020,https://www.heilbronn.de/local-storage-stadt-heilbronn/coronavirus/informationen-zum-coronavirus.html,bandur,0,C466 G428 D17 20:29,Maria,"12,7",1,,428.0,459,17.0,466,415,,,,,,https://www.facebook.com/heilbronn.de,"1,031325301",428.0,422.0,16.0,23/06/2020,8,1,https://www.heilbronn.de/local-storage-stadt-heilbronn/coronavirus/informationen-zum-coronavirus.html,450,450,0
Heilbronn,Landkreis,8125,963,0%,963,,https://www.landkreis-heilbronn.de/aktuelles.3290.htm, 958,23/06/2020 00:00, 958,897.0,,,,42.0,24/06/2020,https://sozialministerium.baden-wuerttemberg.de/fileadmin/redaktion/m-sm/intern/downloads/Downloads_Gesundheitsschutz/200624_COVID_Tagesbericht_LGA.pdf,Maria,- 5,C958 D42 20:31,,"4,4",0,,897.0,949,42.0,949,897,,,,,,,"0,990605428",897.0,897.0,42.0,23/06/2020,8,1,https://sozialministerium.baden-wuerttemberg.de/fileadmin/redaktion/m-sm/intern/downloads/Downloads_Gesundheitsschutz/200617_COVID_Tagesbericht_LGA.pdf,948,948,0
Hohenlohekreis,Landkreis,8126,779,0%,779,,https://www.corona-im-hok.de/fallzahlen, 779,22/06/2020 00:00, 779,730.0,,,,47.0,22/06/2020,https://www.corona-im-hok.de/images/grafiken-fallzahlen/2020-06-15-Indexf%C3%A4lle_Gemeinden.pdf,nn,0,keine neue Meldung 20:19,,"6,2",0,,730.0,777,47.0,774,724,,,,,,,"1,001815616",730.0,730.0,47.0,22/06/2020,8,1,https://www.corona-im-hok.de/images/grafiken-fallzahlen/2020-06-15-Indexf%C3%A4lle_Gemeinden.pdf,772,777,5
Karlsruhe,Stadtkreis,8212,404,0%,404,,https://corona.karlsruhe.de/aktuelle-fallzahlen, 404,24/06/2020 00:00, 404,384.0,,,,13.0,24.06.2020,https://corona.karlsruhe.de/aktuelle-fallzahlen,Johannes,0,C404 D13 20:32,Maria,"1,6",1,,384.0,404,13.0,392,373,,,,,,,"0,9989116874",384.0,384.0,13.0,23.06.2020 00:00,8,0,https://corona.karlsruhe.de/aktuelle-fallzahlen,399,399,0
Karlsruhe,Landkreis,8215,1066,0%,1070,,https://corona.karlsruhe.de/aktuelle-fallzahlen,1 070,24/06/2020 00:00,1 070,960.0,,,,79.0,24.06.2020,https://corona.karlsruhe.de/aktuelle-fallzahlen,Johannes, 4,C1070 D79 20:32,Maria,"1,8",1,,960.0,1066,79.0,982,890,,,,,,,"0,9899401449",960.0,960.0,79.0,23.06.2020 00:00,8,1,https://corona.karlsruhe.de/aktuelle-fallzahlen,1062,1062,0
Konstanz,Landkreis,8335,505,0%,505,,"https://www.lrakn.de/,Lde/service-und-verwaltung/aemter/gesundheit+und+versorgung/coronavirus", 505,23/06/2020 00:00, 505,490.0,,,,15.0,24.6.20 12:00,"https://www.lrakn.de/,Lde/service-und-verwaltung/aemter/gesundheit+und+versorgung/coronavirus",Maria,0,C5050 G490 D15 20:33,,"0,0",0,,490.0,505,15.0,468,450,,,,,,https://www.facebook.com/stadt.konstanz/,"1,009108911",490.0,490.0,15.0,23.06.2020,8,0,"https://www.lrakn.de/,Lde/service-und-verwaltung/aemter/gesundheit+und+versorgung/coronavirus",505,505,0
Lörrach,Landkreis,8336,665,0%,665,,https://lraloe.maps.arcgis.com/apps/opsdashboard/index.html#/a9ac81343b9d426881fa386ce7bb71dd, 665,24/06/2020 00:00, 665,601.0,,,,61.0,24.06.2020,https://www.loerrach-landkreis.de/aktuell?view=publish&item=article&id=4232,bandur,0,C665 G601 D61 20:34,Maria,"-0,9",1,,601.0,665,61.0,665,603,9294.0,,22.06.2020,Maria,,https://www.facebook.com/loerrach.landkreis,"0,9966832504",601.0,600.0,61.0,23.06.2020 16:00,8,0,https://lraloe.maps.arcgis.com/apps/opsdashboard/index.html#/a9ac81343b9d426881fa386ce7bb71dd,667,667,0
Ludwigsburg,Landkreis,8118,1808,0%,1808,,https://www.landkreis-ludwigsburg.de/de/landratsamt-landkreis/aktuelles/pressemitteilungen/,1 809,23/06/2020 00:00,1 809,1701.0,,,,73.0,24/06/2020,https://www.landkreis-ludwigsburg.de/de/landratsamt-landkreis/aktuelles/pressemitteilungen/detail/insgesamt-1-808-bestaetigte-covid-19-faelle-im-landkreis-ludwigsburg-seit-beginn-der-pandemie/,Maria, 1,C1809 G1701 D73 20:36,,"2,9",0,,1700.0,1801,73.0,1791,1707,,,,,,,"0,9865697873",1701.0,1700.0,73.0,23/06/2020,8,1,https://www.landkreis-ludwigsburg.de/de/landratsamt-landkreis/aktuelles/pressemitteilungen/detail/kein-neuer-covid-19-fall-im-landkreis-seit-gestern-gesamtzahl-bleibt-bei-1792-faellen-seit-beginn-de/,1792,1792,0
Main-Tauber-Kreis,Landkreis,8128,399,0%,399,,https://www.main-tauber-kreis.de/Landratsamt/Aktuelles/Pressemitteilungen/, 399,23/06/2020 00:00, 399,387.0,,,,10.0,24/06/2020,"https://www.main-tauber-kreis.de/Landratsamt/Aktuelles/Pressemitteilungen/Keine-neue-Coronavirus-Infektion-best%C3%A4tigt-Zahlen-24-Juni-Neue-Corona-Verordnung-ab-1-Juli.php?object=tx,2894.6.1&ModID=7&FID=2894.23007.1&NavID=2177.36&La=1&kat=2177.5.1&startkat=2177.1683",Maria,0,C399 G387 D10 20:37,,"0,0",0,,387.0,399,10.0,398,386,,,,,,,"1,000077915",387.0,387.0,10.0,23.06.2020,8,0,"https://www.main-tauber-kreis.de/Landratsamt/Aktuelles/Pressemitteilungen/Keine-neue-Coronavirus-Infektion-bestätigt-Zahlen-17-Juni-Keine-pauschale-Einreise-Quarantäne-mehr.php?object=tx,2894.6.1&ModID=7&FID=2894.22978.1&NavID=2177.36&La=1&kat=2177.1683&startkat=2177.1683",399,399,0
Mannheim,Stadtkreis,8222,502,0%,502,,https://www.mannheim.de/de/corona, 502,23/06/2020 00:00, 502,479.0,,,,13.0,24.6.2020,https://www.mannheim.de/de/nachrichten/110-aktuelle-meldung-zu-corona-23-06-2020,Maria,0,C502 G479 D13 20:38,,"1,6",0,,479.0,500,13.0,500,472,,,,,,,"1,010787359",479.0,479.0,13.0,23.6.2020,8,1,https://www.mannheim.de/de/nachrichten/104-aktuelle-meldung-zu-corona-17-06-2020,497,497,0
Neckar-Odenwald-Kreis,Landkreis,8225,442,0%,442,,https://www.neckar-odenwald-kreis.de/Aktuelle+Themen/Neuigkeiten.html, 442,23/06/2020 00:00, 442,418.0,,,,21.0,24.06.2020,https://www.neckar-odenwald-kreis.de/Aktuelle+Themen/Neuigkeiten/___AKTUELLES+UPDATE+%2816_3_2020+um+17_00+Uhr%29___+Informationen+zu+dem+neuartigen+Coronavirus+%28SARS_CoV_2%29-p-5726.html,Maria,0,C442 G418 D21 20:39,,"0,7",0,,417.0,441,21.0,442,417,,,,,,,"1,002398082",418.0,417.0,21.0,23/06/2020,8,1,https://www.neckar-odenwald-kreis.de/Aktuelle+Themen/Neuigkeiten/___AKTUELLES+UPDATE+%2816_3_2020+um+17_00+Uhr%29___+Informationen+zu+dem+neuartigen+Coronavirus+%28SARS_CoV_2%29-p-5726.html,441,441,0
Ortenaukreis,Landkreis,8317,1228,0%,1228,,https://www.ortenaukreis.de/corona,1 228,23/06/2020 14:00,1 228,1100.0,,,,126.0,24/06/2020 14:00,"https://www.ortenaukreis.de/Quicknavigation/Startseite/Covid-19-F%C3%A4lle-im-Ortenaukreis-Keine-Neu-Infektion.php?object=tx,2390.13&ModID=7&FID=2390.15885.1&NavID=2390.6",Maria,0,unverändert,,"0,2",0,,1100.0,1227,126.0,1208,1082,,,,,,,"1,000078272",1100.0,1100.0,126.0,23/06/2020,8,1,https://www.ortenaukreis.de/media/custom/2390_5025_1.PDF?1591791249,1227,1227,0
Ostalbkreis,Landkreis,8136,1619,0%,1619,,https://www.ostalbkreis.de/sixcms/detail.php?_topnav=36&_sub1=31788&_sub2=32062&_sub3=292448&id=292450,1 622,23/06/2020 00:00,1 622,1549.0,,,,42.0,24/06/2020,https://www.ostalbkreis.de/sixcms/detail.php?_topnav=36&_sub1=31788&_sub2=32062&_sub3=292448&id=292450,Maria, 3,C1622 G1549 D42 20:40,,"6,1",0,,1549.0,1609,42.0,1420,1355,,,,,,,"1,000805347",1549.0,1549.0,42.0,23/06/2020,8,1,https://www.ostalbkreis.de/sixcms/detail.php?_topnav=36&_sub1=31788&_sub2=32062&_sub3=292448&id=292450,1600,1605,5
Pforzheim,Stadtkreis,8231,447,0%,447,,https://www.enzkreis.de/Quicknavigation/Start/Coronavirus-Informationen-zur-Erkrankung-Schutzma%C3%9Fnahmen-und-der-Situation-im-Enzkreis.php, 447,23/06/2020 00:00, 447,434.0,,,,8.0,23/06/2020,"https://www.enzkreis.de/Quicknavigation/Start/Coronavirus-Informationen-zur-Erkrankung-Schutzma%C3%9Fnahmen-und-der-Situation-im-Enzkreis.php?object=tx,2891.6&ModID=7&FID=2891.2231.1",nn,0,keine neue Meldung 20:19,,"1,6",0,,434.0,446,8.0,406,395,,,,,,,"0,9979554272",434.0,434.0,8.0,23/06/2020,8,1,"https://www.enzkreis.de/Quicknavigation/Start/Coronavirus-Informationen-zur-Erkrankung-Schutzma%C3%9Fnahmen-und-der-Situation-im-Enzkreis.php?object=tx,2891.6&ModID=7&FID=2891.2231.1",445,445,0
Rastatt,Landkreis,8216,526,0%,526,,https://www.landkreis-rastatt.de/Startseite/aktuelles/corona+-+aktuelle+situation+im+landkreis+rastatt+und+stadtkreis+baden-baden.html, 526,24/06/2020 00:00, 526,501.0, 8,,,17.0,24.06.2020,https://www.landkreis-rastatt.de/site/kreis-rastatt/get/documents_E1545058778/kreis-rastatt/Objekte/CORONA/CORONA_Grafische%20Darstellung%20Landkreis%20Rastatt%20und%20Stadtkreis%20Baden-Baden.pdf,bandur,0,C526 G501 Q8 D17 20:17,Maria,"0,4",1,,501.0,525,17.0,523,499,,,,,,,"0,9982817346",501.0,500.0,17.0,23/06/2020,8,1,https://www.landkreis-rastatt.de/site/kreis-rastatt/get/documents_E1545058778/kreis-rastatt/Objekte/CORONA/CORONA_Grafische%20Darstellung%20Landkreis%20Rastatt%20und%20Stadtkreis%20Baden-Baden.pdf,525,525,0
Ravensburg,Landkreis,8436,570,0%,570,,https://www.rv.de/Politik+_+Verwaltung/aktuelles+zum+coronavirus, 570,23/06/2020 00:00, 570,555.0,,,,7.0,23/06/2020,https://www.rv.de/site/LRA-RV/get/documents_E1732949647/chancenpool/LRA_Ravensburg_Objekte/Politik_und_Verwaltung/Corona/Corona-F%C3%A4lle%20nach%20Gemeinden.pdf,nn,0,keine neue Meldung 20:19,,"0,0",0,,555.0,570,7.0,561,553,,,,,,,"0,9877700581",555.0,555.0,7.0,23/06/2020,8,0,https://www.rv.de/Politik+_+Verwaltung/aktuelles+zum+coronavirus,570,570,0
Rems-Murr-Kreis,Landkreis,8119,1632,0%,1632,,https://www.rems-murr-kreis.de/jugend-gesundheit-soziales/gesundheit/coronavirus-aktuelle-informationen/,1 632,23/06/2020 12:45,1 632,1510.0, 30,,,92.0,24.6.20,https://www.rems-murr-kreis.de/jugend-gesundheit-soziales/gesundheit/coronavirus-aktuelle-informationen/,Maria,0,C1632 G1510 Q30 D92 20:42,,"6,1",0,,1508.0,1617,92.0,1626,1486,,,,,,,"1,012414892",1510.0,1508.0,92.0,23/06/2020,8,1,https://www.rems-murr-kreis.de/jugend-gesundheit-soziales/gesundheit/coronavirus-aktuelle-informationen/,1606,1614,8
Reutlingen,Landkreis,8415,1553,0%,1553,,https://www.kreis-reutlingen.de/de/Aktuelles/Landkreis-aktuell/Landkreis-aktuell?view=publish&item=article&id=1923,1 553,24/06/2020 00:00,1 553,1458.0,,1.0,,88.0,24/06/2020,https://www.kreis-reutlingen.de/de/Aktuelles/Landkreis-aktuell/Landkreis-aktuell?view=publish&item=article&id=1923,@vitavonni,0,C1533 G1458 D88 20:42,Maria,"2,8",1,,1458.0,1547,88.0,1551,1462,12620.0,11077.0,29.05.2020,@Thal,,,"0,9959797154",1458.0,1458.0,88.0,23/06/2020,8,1,https://www.kreis-reutlingen.de/de/Aktuelles/Landkreis-aktuell/Landkreis-aktuell?view=publish&item=article&id=1923,1545,1545,0
Rhein-Neckar-Kreis,Landkreis,8226,976,0%,976,,"https://www.rhein-neckar-kreis.de/,Lde/start/landratsamt/coronavirus+-+faq.html", 976,24/06/2020 00:00, 976,929.0,,,,40.0,24/06/2020,https://www.rhein-neckar-kreis.de/site/Rhein-Neckar-Kreis-2016/get/params_E-312554954/2444925/200615_Faktenblatt_Corona_RNK.pdf,bandur,0,C976 G929 D40 20:26,Maria,"0,7",1,,929.0,972,40.0,964,915,,,,,,,"1,002817343",929.0,926.0,40.0,23/06/2020,8,1,https://www.rhein-neckar-kreis.de/site/Rhein-Neckar-Kreis-2016/get/params_E-312554954/2444925/200615_Faktenblatt_Corona_RNK.pdf,971,972,1
Rottweil,Landkreis,8325,678,0%,678,,https://www.landkreis-rottweil.de/de/Aktuelles/Aktuelle-Nachrichten/Nachricht?view=publish&item=article&id=2496, 678,23/06/2020 00:00, 678,643.0,,,,27.0,24/06/2020,https://www.landkreis-rottweil.de/de/Aktuelles/Aktuelle-Nachrichten/Nachricht?view=publish&item=article&id=2496,Maria,0,C678 G643 D27 20:43,,"4,3",0,,640.0,674,27.0,676,646,,,,,,,"0,9924198836",643.0,640.0,27.0,23/06/2020,8,1,https://www.landkreis-rottweil.de/de/Aktuelles/Aktuelle-Nachrichten/Nachricht?view=publish&item=article&id=2496,672,672,0
Schwäbisch Hall,Landkreis,8127,1069,0%,1069,,https://www.lrasha.de/index.php?id=953&no_cache=1&publish[id]=1107342&publish[start]=,1 069,17/06/2020 00:00,1 069,1000.0,,,,58.0,17/06/2020,https://www.lrasha.de/index.php?id=953&no_cache=1&publish[id]=1107342&publish[start]=,nn,0,keine neue Meldung 20:19,,"1,0",0,,1000.0,1069,58.0,870,805,,,,,,,"1,010987223",1000.0,1000.0,58.0,17.06.2020,8,0,https://www.lrasha.de/index.php?id=953&no_cache=1&publish[id]=1107342&publish[start]=,1067,1069,2
Schwarzwald-Baar-Kreis,Landkreis,8326,581,0%,581,,https://www.lrasbk.de/Aktuelles/Neuigkeiten, 581,23/06/2020 11:00, 581,529.0,,18.0,,30.0,23.6.20,"https://www.lrasbk.de/Aktuelles/Neuigkeiten/Coronavirus-Gesundheitsamt-teilt-aktuelle-Zahlen-mit-Stand-23-06-2020-11-Uhr.php?object=tx,2961.5.1&ModID=7&FID=2961.13419.1&NavID=2961.1467&La=1",nn,0,keine neue Meldung 20:19,,"4,7",0,,529.0,571,30.0,579,531,,,,,,,"0,9928041464",529.0,529.0,30.0,23/06/2020,8,1,"https://www.lrasbk.de/Aktuelles/Neuigkeiten/Coronavirus-Neue-Zahlen-des-Gesundheitsamtes-Stand-17-06-2020-9-Uhr.php?object=tx,2961.5.1&ModID=7&FID=2961.13409.1&NavID=2961.1467&La=1",571,571,0
Sigmaringen,Landkreis,8437,783,0%,783,,https://www.landkreis-sigmaringen.de/de/Landratsamt/Kreisverwaltung/Fachbereiche/Gesundheit/Informationen-zum-neuartigen-Coronavirus, 783,23/06/2020 00:00, 783,746.0,,,,35.0,24.6.2020,http://lrasig.maps.arcgis.com/apps/opsdashboard/index.html#/302d9754202c4d4896c0a1d6660cd676,Maria,0,C783 G746 D35 20:45,,"0,8",0,,746.0,783,35.0,776,741,,,,,,,"0,9977473402",746.0,746.0,35.0,23/06/2020,8,0,http://lrasig.maps.arcgis.com/apps/opsdashboard/index.html#/302d9754202c4d4896c0a1d6660cd676,782,783,1
Stuttgart,Stadtkreis,8111,1636,0%,1636,,https://coronavirus.stuttgart.de/,1 636,24/06/2020 15:00,1 636,1543.0,,,,65.0,24.6.2020 15:00,https://coronavirus.stuttgart.de/,@vitavonni,0,C1636 G1543 D65 20:46,Maria,"2,4",1,,1543.0,1625,65.0,1522,1432,,,,,https://twitter.com/stuttgart_stadt,https://www.facebook.com/Stadt.Stuttgart,"1,002430475",1543.0,1542.0,65.0,23/06/2020,8,1,https://coronavirus.stuttgart.de/,1617,1621,4
Tübingen,Landkreis,8416,1294,0%,1294,,https://www.kreis-tuebingen.de/17094149.html,1 294,23/06/2020 00:00,1 294,1231.0,,,,60.0,24.6.2020 18:36,"https://www.gea.de/dossiers/coronavirus_artikel,-curevacstartet-impfstoffstudie-ein-neuer-todesfall-im-kreis-t%C3%BCbingen-_arid,6262109.html",Maria,0,C1294 D60 20:46,,"0,0",0,,1231.0,1294,60.0,1292,1228,,,,,,,"1,000893626",1231.0,1231.0,60.0,23.06.2020,8,0,"https://www.gea.de/dossiers/coronavirus_artikel,-entz%C3%BCndungshemmer-k%C3%B6nnte-bei-schwerem-covid-19-verlauf-helfen-kreis-reutlingen-als-pilotregion-bei-_arid,6262109.html",1294,1294,0
Tuttlingen,Landkreis,8327,508,0%,509,,"https://www.landkreis-tuttlingen.de/Quicknavigation/Start/index.php?La=1&object=tx,2527.11019.1&kat=&kuo=2&sub=0", 509,24/06/2020 12:00, 509,476.0,,,,24.0,24.6.2020 12:00,https://www.landkreis-tuttlingen.de/media/custom/2527_2185_1.PDF?1592223351,@vitavonni, 1,C509 G476 D24 20:47,Maria,"2,9",1,,476.0,505,24.0,506,480,,,,,,,"0,985821873",476.0,475.0,24.0,23/06/2020,8,1,https://www.landkreis-tuttlingen.de/media/custom/2527_2185_1.PDF?1592223351,505,505,0
Ulm,Stadtkreis,8421,286,0%,286,,https://www.alb-donau-kreis.de/alb-donau-kreis/startseite/dienstleistungen+service/coronavirus.html, 286,24/06/2020 00:00, 286,268.0,,,,7.0,24.06.2020,https://www.alb-donau-kreis.de/alb-donau-kreis/startseite/dienstleistungen+service/coronavirus.html,bandur,0,C286 G268 D7 20:16,Maria,"-0,8",1,,268.0,287,7.0,288,277,,,,,,,"0,9742748227",268.0,265.0,7.0,23.06.2020,8,1,https://www.alb-donau-kreis.de/alb-donau-kreis/startseite/dienstleistungen+service/coronavirus.html,286,287,1
Waldshut,Landkreis,8337,311,0%,311,,https://www.landkreis-waldshut.de/aktuelles/, 312,12/06/2020 00:00, 312,275.0,,,,35.0,24/06/2020,https://sozialministerium.baden-wuerttemberg.de/fileadmin/redaktion/m-sm/intern/downloads/Downloads_Gesundheitsschutz/200624_COVID_Tagesbericht_LGA.pdf,Maria, 1,C312 D35 20:48,,"0,0",0,,275.0,311,35.0,311,275,3779.0,3468.0,03.06.2020,Johannes,,,"0,9967948718",275.0,275.0,35.0,12/06/2020,8,1,https://www.landkreis-waldshut.de/aktuelles/,311,311,0
Zollernalbkreis,Landkreis,8417,1208,0%,1214,,https://www.zollernalbkreis.de/aktuelles/nachrichten/antworten+auf+haeufig+gestellte+fragen+zum+neuartigen+coronavirus,1 214,24/06/2020 00:00,1 214,1121.0,,21.0,0.0,77.0,24/06/2020,https://lrazak.maps.arcgis.com/apps/opsdashboard/index.html#/2deaff4ce8664db69fba67f60110e2db,@vitavonni, 6,C1214 G1121 S21 D77 20:48,Maria,"3,2",1,69.0,1121.0,1208,77.0,1208,1122,,2000.0,08.05.2020,Johannes,,,"0,9941708",1121.0,1117.0,77.0,23/06/2020,8,1,https://lrazak.maps.arcgis.com/apps/opsdashboard/index.html#/2deaff4ce8664db69fba67f60110e2db,1208,1208,0
Aichach-Friedberg,Landkreis,9771,397,0%,397,,https://lra-aic-fdb.de/landratsamt/fachbereiche/abteilung-3-oeffentliche-sicherheit/gesundheitsamt/informationen-zum-coronavirus, 388,15/06/2020 00:00, 388,368.0, 23,,,20.0,24/06/2020,https://lra-aic-fdb.de/landratsamt/fachbereiche/abteilung-3-oeffentliche-sicherheit/gesundheitsamt/informationen-zum-coronavirus,@vitavonni,- 9,Spargelfälle mitgezählt?,,"0,0",0,,309.0,397,20.0,390,309,,,,,,,"1,19707737",368.0,309.0,20.0,15/06/2020,9,1,https://lra-aic-fdb.de/landratsamt/fachbereiche/abteilung-3-oeffentliche-sicherheit/gesundheitsamt/informationen-zum-coronavirus,397,397,0
Altötting,Landkreis,9171,601,0%,601,,https://www.lra-aoe.de/informationen-zu-corona/corona-das-gesundheitsamt-informiert, 601,18/06/2020 00:00, 601,543.0,,,,57.0,18/06/2020,https://www.lra-aoe.de/informationen-zu-corona/corona-das-gesundheitsamt-informiert,,0,,,"0,0",0,,543.0,601,57.0,604,550,,,,,,,"0,9922008773",543.0,543.0,57.0,18/06/2020,9,0,https://www.lra-aoe.de/informationen-zu-corona/corona-das-gesundheitsamt-informiert,601,601,0
Amberg,Kreisfreie Stadt,9361,89,0%,89,,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm, 89,23/06/2020 00:00, 89,82.0,,,,4.0,24.6.2020 10:00,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,@vitavonni,0,,,"2,4",0,,82.0,89,4.0,89,82,,,,,,https://www.facebook.com/Amberg.de/,1,82.0,82.0,4.0,23.06.2020,9,0,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,88,88,0
Amberg-Sulzbach,Landkreis,9371,496,0%,496,,https://www.kreis-as.de/Verwaltung-Politik/Aktuelles/Coronavirus, 496,23/06/2020 00:00, 496,443.0,,,,53.0,24.6.2020 10:00,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,@vitavonni,0,,,"0,0",0,,443.0,496,53.0,496,443,,,,,,https://www.facebook.com/pg/landratsamt.ambergsulzbach/posts/,1,443.0,443.0,53.0,23.06.2020 00:00,9,0,https://www.lgl.bayern.de/gesundheit/infektionsschutz/infektionskrankheiten_a_z/coronavirus/karte_coronavirus/index.htm,496,496,0
Ansbach,Kreisfreie Stadt,9561,149,0%,149,,https://www.ansbach.de/B%C3%BCrger/Sicherheit-Ordnung/Informationen-zum-Coronavirus, 149,23/06/2020 00:00, 149,134.0,,,,8.0,,https://www.ansbach.de/B%C3%BCrger/Sicherheit-Ordnung/Informationen-zum-Coronavirus,,0,,,"11,9",0,,134.0,149,8.0,142,134,,,,,,,"0,9530201342",134.0,134.0,8.0,23.06.2020,9,0,https://www.ansbach.de/B%C3%BCrger/Sicherheit-Ordnung/Informationen-zum-Coronavirus,144,149,5
Ansbach,Landkreis,9571,626,0%,626,,https://www.landkreis-ansbach.de/Leben-im-Landkreis/Gesundheit-Soziales/Coronavirus, 626,23/06/2020 00:00, 626,579.0,,,,27.0,,https://www.ansbach.de/B%C3%BCrger/Sicherheit-Ordnung/Informationen-zum-Coronavirus,,0,,,"0,5",0,,579.0,625,27.0,606,579,,,,,,,"0,9680511182",579.0,579.0,27.0,23.06.2020,9,1,https://www.ansbach.de/B%C3%BCrger/Sicherheit-Ordnung/Informationen-zum-Coronavirus,625,625,0
Aschaffenburg,Kreisfreie Stadt,9661,153,0%,153,,https://www.aschaffenburg.de/Aktuelles/Coronavirus/DE_index_5409.html, 153,22/06/2020 14:15, 153,151.0, 0,0.0,0.0,2.0,,https://www.landkreis-aschaffenburg.de/wer-macht-was/gesund-soziales/gesund/corona/aktuellezahlen/,,0,,,"0,0",0,,151.0,153,2.0,116,115,,,,,,,"0,9955100881",151.0,151.0,2.0,22/06/2020,9,0,https://www.landkreis-aschaffenburg.de/wer-macht-was/gesund-soziales/gesund/corona/aktuellezahlen/,153,153,0
Aschaffenburg,Landkreis,9671,508,0%,508,,https://www.landkreis-aschaffenburg.de/wer-macht-was/gesund-soziales/gesund/corona/, 508,22/06/2020 14:15, 508,464.0, 13,0.0,0.0,40.0,,https://www.landkreis-aschaffenburg.de/wer-macht-was/gesund-soziales/gesund/corona/aktuellezahlen/,,0,,,"0,6",0,,464.0,508,40.0,540,501,,,,,,,"0,9844877175",464.0,464.0,40.0,22/06/2020,9,0,https://www.landkreis-aschaffenburg.de/wer-macht-was/gesund-soziales/gesund/corona/aktuellezahlen/,507,507,0
Augsburg,Kreisfreie Stadt,9761,426,0%,426,,https://www.augsburg.de/umwelt-soziales/gesundheit/coronavirus, 426,23/06/2020 00:00, 426,397.0, 22,,,15.0,24/06/2020,https://www.augsburg.de/umwelt-soziales/gesundheit/coronavirus/fallzahlen,@vitavonni,0,,,"4,7",0,,395.0,423,15.0,427,400,,,,,,,"0,9948298122",397.0,395.0,15.0,23.06.2020,9,1,https://www.augsburg.de/umwelt-soziales/gesundheit/coronavirus/fallzahlen,412,423,11
Augsburg,Landkreis,9772,390,0%,390,,https://www.landkreis-augsburg.de/news/detail/coronavirus/, 390,23/06/2020 00:00, 390,378.0,,,,9.0,24/06/2020,https://www.landkreis-augsburg.de/news/detail/coronavirus/,@vitavonni,0,,,"0,4",0,,378.0,389,9.0,389,378,,,,,,,"0,9974358974",378.0,378.0,9.0,23/06/2020,9,1,https://www.landkreis-augsburg.de/news/detail/coronavirus/,389,389,0
